,station_train_code,train_no,class,on,off
1503,C7923(道滘-小金口),22000C792303,C,道滘,小金口
1504,C7924(小金口-道滘),22000C792402,C,小金口,道滘
1505,C7925(道滘-小金口),22000C792505,C,道滘,小金口
1506,C7927(道滘-小金口),22000C792703,C,道滘,小金口
1507,C7929(道滘-小金口),22000C792908,C,道滘,小金口
1508,C7930(小金口-道滘),22000C793003,C,小金口,道滘
1509,C7931(道滘-小金口),22000C793104,C,道滘,小金口
1510,C7932(小金口-道滘),22000C793203,C,小金口,道滘
1511,C7933(道滘-小金口),22000C793303,C,道滘,小金口
1512,C7934(小金口-道滘),22000C793405,C,小金口,道滘
1513,C7935(道滘-小金口),22000C793503,C,道滘,小金口
1514,C7936(小金口-道滘),22000C793607,C,小金口,道滘
1515,C7938(小金口-道滘),22000C793807,C,小金口,道滘
1516,C7940(小金口-道滘),22000C794003,C,小金口,道滘
1517,C7941(道滘-小金口),22000C794107,C,道滘,小金口
1518,C7942(小金口-道滘),22000C794204,C,小金口,道滘
1519,C7943(道滘-小金口),22000C794303,C,道滘,小金口
1520,C7944(小金口-道滘),22000C794405,C,小金口,道滘
1521,C7945(道滘-小金口),22000C794504,C,道滘,小金口
1522,C7946(小金口-道滘),22000C794604,C,小金口,道滘
1523,C7947(道滘-小金口),22000C794702,C,道滘,小金口
1524,C7948(小金口-道滘),22000C794805,C,小金口,道滘
1525,C7949(道滘-小金口),22000C794906,C,道滘,小金口
1526,C7951(道滘-小金口),22000C795105,C,道滘,小金口
1527,C7953(道滘-小金口),22000C795308,C,道滘,小金口
1528,C7954(小金口-道滘),22000C795404,C,小金口,道滘
1529,C7955(道滘-小金口),22000C795504,C,道滘,小金口
1530,C7956(小金口-道滘),22000C795606,C,小金口,道滘
1531,C7957(道滘-小金口),22000C795702,C,道滘,小金口
1532,C7958(小金口-道滘),22000C795803,C,小金口,道滘
1533,C7959(道滘-小金口),22000C795904,C,道滘,小金口
1534,C7960(小金口-道滘),22000C796002,C,小金口,道滘
1535,C7962(小金口-道滘),22000C796205,C,小金口,道滘
1536,C7964(小金口-道滘),22000C796402,C,小金口,道滘
1537,C7965(道滘-小金口),22000C796505,C,道滘,小金口
1538,C7966(小金口-道滘),22000C796602,C,小金口,道滘
1539,C7967(道滘-小金口),22000C796702,C,道滘,小金口
1540,C7968(小金口-道滘),22000C796803,C,小金口,道滘
1541,C7969(道滘-小金口),22000C796902,C,道滘,小金口
1542,C7970(小金口-道滘),22000C797003,C,小金口,道滘
1543,C7971(道滘-小金口),22000C797103,C,道滘,小金口
1544,C7972(小金口-道滘),22000C797202,C,小金口,道滘
1545,C7973(道滘-小金口),22000C797303,C,道滘,小金口
1546,C7975(道滘-小金口),22000C797501,C,道滘,小金口
1547,C7977(道滘-小金口),22000C797700,C,道滘,小金口
1548,C7978(小金口-道滘),22000C797800,C,小金口,道滘
1549,C7979(道滘-小金口),22000C797900,C,道滘,小金口
1550,C7981(道滘-小金口),22000C798100,C,道滘,小金口
1551,C7983(道滘-小金口),22000C798300,C,道滘,小金口
1552,C7989(道滘-小金口),22000C798900,C,道滘,小金口
1553,C6436(重庆北-万州北),77000C643601,C,重庆北,万州北
1554,C7902(小金口-道滘),22000C790207,C,小金口,道滘
1555,C7904(小金口-道滘),22000C790405,C,小金口,道滘
1556,C7913(道滘-小金口),22000C791306,C,道滘,小金口
1557,C7915(道滘-小金口),22000C791503,C,道滘,小金口
1558,C7926(小金口-道滘),22000C792607,C,小金口,道滘
1559,C7928(小金口-道滘),22000C792806,C,小金口,道滘
1560,C7937(道滘-小金口),22000C793706,C,道滘,小金口
1561,C7939(道滘-小金口),22000C793906,C,道滘,小金口
1562,C7950(小金口-道滘),22000C795008,C,小金口,道滘
1563,C7952(小金口-道滘),22000C795205,C,小金口,道滘
1564,C7961(道滘-小金口),22000C796103,C,道滘,小金口
1565,C7963(道滘-小金口),22000C796302,C,道滘,小金口
1566,C7974(小金口-道滘),22000C797405,C,小金口,道滘
1567,C7976(小金口-道滘),22000C797601,C,小金口,道滘
1568,C7985(道滘-小金口),22000C798500,C,道滘,小金口
1569,C7987(道滘-小金口),22000C798700,C,道滘,小金口
1570,D1(北京-沈阳),24000000D10V,D,北京,沈阳
1571,D2(沈阳-北京),12000000D20J,D,沈阳,北京
1572,D3(北京-沈阳北),24000000D30Q,D,北京,沈阳北
1573,D4(沈阳北-北京),12000000D40E,D,沈阳北,北京
1574,D5(北京-沈阳北),24000000D50Q,D,北京,沈阳北
1575,D6(沈阳北-北京),12000000D60G,D,沈阳北,北京
1576,D7(北京-沈阳北),24000000D70M,D,北京,沈阳北
1577,D8(沈阳北-北京),12000000D808,D,沈阳北,北京
1578,D9(北京-沈阳北),24000000D90G,D,北京,沈阳北
1579,D10(沈阳北-北京),1200000D100G,D,沈阳北,北京
1580,D11(北京-沈阳北),2400000D110R,D,北京,沈阳北
1581,D12(沈阳北-北京),1200000D120M,D,沈阳北,北京
1582,D13(北京-沈阳),2400000D130T,D,北京,沈阳
1583,D14(沈阳-北京),1200000D1400,D,沈阳,北京
1584,D17(北京-沈阳北),2400000D170D,D,北京,沈阳北
1585,D18(沈阳北-北京),1200000D1809,D,沈阳北,北京
1586,D19(北京-长春),2400000D190N,D,北京,长春
1587,D20(长春-北京),1100000D2008,D,长春,北京
1588,D21(北京-珲春),2400000D2115,D,北京,珲春
1589,D22(珲春-北京),1c00000D2203,D,珲春,北京
1590,D23(北京-长春),2400000D230V,D,北京,长春
1591,D24(长春-北京),1100000D240O,D,长春,北京
1592,D25(北京-齐齐哈尔南),2400000D2528,D,北京,齐齐哈尔南
1593,D26(齐齐哈尔南-北京),0400000D2603,D,齐齐哈尔南,北京
1594,D27(北京-哈尔滨西),2400000D270X,D,北京,哈尔滨西
1595,D28(哈尔滨西-北京),0h00000D280J,D,哈尔滨西,北京
1596,D29(北京-齐齐哈尔南),2400000D2914,D,北京,齐齐哈尔南
1597,D30(齐齐哈尔南-北京),0400000D3006,D,齐齐哈尔南,北京
1598,D31(大连-北京),1300000D310D,D,大连,北京
1599,D32(北京-大连),2400000D330O,D,北京,大连
1600,D33(北京-大连),2400000D330O,D,北京,大连
1601,D34(大连-北京),1300000D310D,D,大连,北京
1602,D35(大连北-北京),1g00000D3508,D,大连北,北京
1603,D36(北京-大连北),2400000D370F,D,北京,大连北
1604,D37(北京-大连北),2400000D370F,D,北京,大连北
1605,D38(大连北-北京),1g00000D3508,D,大连北,北京
1606,D39(大连北-北京),1g00000D3907,D,大连北,北京
1607,D40(北京-大连北),2400000D410I,D,北京,大连北
1608,D41(北京-大连北),2400000D410I,D,北京,大连北
1609,D42(大连北-北京),1g00000D3907,D,大连北,北京
1610,D43(大连北-北京),1g00000D430E,D,大连北,北京
1611,D44(北京-大连北),2400000D450F,D,北京,大连北
1612,D45(北京-大连北),2400000D450F,D,北京,大连北
1613,D46(大连北-北京),1g00000D430E,D,大连北,北京
1614,D51(北京-沈阳北),2400000D510Q,D,北京,沈阳北
1615,D52(沈阳北-北京),1200000D5208,D,沈阳北,北京
1616,D55(兰州-乌鲁木齐),8500000D5500,D,兰州,乌鲁木齐
1617,D56(乌鲁木齐-兰州),9300000D5600,D,乌鲁木齐,兰州
1618,D73(北京-吉林),2400000D730I,D,北京,吉林
1619,D74(吉林-北京),1800000D740A,D,吉林,北京
1620,D101(北京-哈尔滨西),240000D1010X,D,北京,哈尔滨西
1621,D102(哈尔滨西-北京),0h0000D1020F,D,哈尔滨西,北京
1622,D111(珲春-齐齐哈尔),1c0000D11407,D,珲春,齐齐哈尔
1623,D112(齐齐哈尔-珲春),040000D11209,D,齐齐哈尔,珲春
1624,D113(齐齐哈尔-珲春),040000D11209,D,齐齐哈尔,珲春
1625,D114(珲春-齐齐哈尔),1c0000D11407,D,珲春,齐齐哈尔
1626,D115(延吉西-哈尔滨西),1c0000D11801,D,延吉西,哈尔滨西
1627,D116(哈尔滨西-延吉西),0h0000D11602,D,哈尔滨西,延吉西
1628,D117(哈尔滨西-延吉西),0h0000D11602,D,哈尔滨西,延吉西
1629,D118(延吉西-哈尔滨西),1c0000D11801,D,延吉西,哈尔滨西
1630,D201(南宁东-广州南),710000D20101,D,南宁东,广州南
1631,D202(广州南-南宁东),6c0000D20203,D,广州南,南宁东
1632,D203(南宁东-广州南),710000D20302,D,南宁东,广州南
1633,D204(广州南-南宁东),6c0000D20403,D,广州南,南宁东
1634,D205(南宁东-广州南),710000D20501,D,南宁东,广州南
1635,D206(广州南-南宁东),6c0000D20601,D,广州南,南宁东
1636,D207(南宁东-广州南),710000D20700,D,南宁东,广州南
1637,D208(广州南-南宁东),6c0000D20801,D,广州南,南宁东
1638,D211(贵阳北-广州南),780000D21104,D,贵阳北,广州南
1639,D212(广州南-贵阳北),6c0000D21206,D,广州南,贵阳北
1640,D213(贵阳北-广州南),780000D21302,D,贵阳北,广州南
1641,D214(广州南-贵阳北),6c0000D21402,D,广州南,贵阳北
1642,D295(郑州-福州),380000D29508,D,郑州,福州
1643,D296(福州-郑州),580000D2960G,D,福州,郑州
1644,D298(郑州-福州),380000D29508,D,郑州,福州
1645,D305(西安北-上海),4f0000D3080H,D,西安北,上海
1646,D306(上海-西安北),550000D30681,D,上海,西安北
1647,D307(上海-西安北),550000D30681,D,上海,西安北
1648,D308(西安北-上海),4f0000D3080H,D,西安北,上海
1649,D311(北京南-上海),240000D3110K,D,北京南,上海
1650,D312(上海-北京南),550000D31270,D,上海,北京南
1651,D313(北京南-上海),240000D3130T,D,北京南,上海
1652,D314(上海-北京南),550000D31490,D,上海,北京南
1653,D321(北京南-上海),240000D3210D,D,北京南,上海
1654,D322(上海-北京南),550000D32260,D,上海,北京南
1655,D351(成都东-上海虹桥),760000D35404,D,成都东,上海虹桥
1656,D352(上海虹桥-成都东),5l0000D35272,D,上海虹桥,成都东
1657,D353(上海虹桥-成都东),5l0000D35272,D,上海虹桥,成都东
1658,D354(成都东-上海虹桥),760000D35404,D,成都东,上海虹桥
1659,D361(成都东-武汉),760000D36402,D,成都东,武汉
1660,D362(武汉-成都东),4e0000D36204,D,武汉,成都东
1661,D363(武汉-成都东),4e0000D36204,D,武汉,成都东
1662,D364(成都东-武汉),760000D36402,D,成都东,武汉
1663,D365(成都东-武汉),760000D36806,D,成都东,武汉
1664,D366(武汉-成都东),4e0000D36609,D,武汉,成都东
1665,D367(武汉-成都东),4e0000D36609,D,武汉,成都东
1666,D368(成都东-武汉),760000D36806,D,成都东,武汉
1667,D378(厦门北-上海虹桥),5n0000D3780C,D,厦门北,上海虹桥
1668,D379(上海虹桥-厦门北),5l0000D37962,D,上海虹桥,厦门北
1669,D381(上海虹桥-莆田),5l0000D38190,D,上海虹桥,莆田
1670,D382(福州南-上海虹桥),5n0000D3820G,D,福州南,上海虹桥
1671,D629(汉口-重庆北),390000D62901,D,汉口,重庆北
1672,D630(重庆北-汉口),770000D63002,D,重庆北,汉口
1673,D631(成都-武汉),760000D63408,D,成都,武汉
1674,D632(武汉-成都),4e0000D63207,D,武汉,成都
1675,D633(武汉-成都),4e0000D63207,D,武汉,成都
1676,D634(成都-武汉),760000D63408,D,成都,武汉
1677,D635(成都东-上海虹桥),760000D63803,D,成都东,上海虹桥
1678,D636(上海虹桥-成都东),5l0000D63634,D,上海虹桥,成都东
1679,D637(上海虹桥-成都东),5l0000D63634,D,上海虹桥,成都东
1680,D638(成都东-上海虹桥),760000D63803,D,成都东,上海虹桥
1681,D655(重庆北-宁波),770000D65804,D,重庆北,宁波
1682,D656(宁波-重庆北),5e0000D65622,D,宁波,重庆北
1683,D657(宁波-重庆北),5e0000D65622,D,宁波,重庆北
1684,D658(重庆北-宁波),770000D65804,D,重庆北,宁波
1685,D671(福州南-深圳北),5n0000D6710F,D,福州南,深圳北
1686,D672(深圳北-福州南),6i0000D6720E,D,深圳北,福州南
1687,D673(厦门-深圳北),580000D6730B,D,厦门,深圳北
1688,D674(深圳北-厦门),6i0000D6740L,D,深圳北,厦门
1689,D681(莆田-深圳北),5n0000D6810B,D,莆田,深圳北
1690,D682(深圳北-厦门),6i0000D6820C,D,深圳北,厦门
1691,D683(厦门-深圳北),580000D68309,D,厦门,深圳北
1692,D684(深圳北-厦门),6i0000D6840C,D,深圳北,厦门
1693,D685(厦门-深圳北),580000D68509,D,厦门,深圳北
1694,D686(深圳北-莆田),6i0000D6860E,D,深圳北,莆田
1695,D687(厦门北-深圳北),5n0000D68702,D,厦门北,深圳北
1696,D688(深圳北-厦门北),6i0000D68801,D,深圳北,厦门北
1697,D689(厦门北-深圳北),5n0000D68902,D,厦门北,深圳北
1698,D690(深圳北-厦门北),6i0000D69002,D,深圳北,厦门北
1699,D691(厦门北-深圳北),5n0000D69102,D,厦门北,深圳北
1700,D692(深圳北-厦门北),6i0000D69201,D,深圳北,厦门北
1701,D951(成都东-上海),760000D95400,D,成都东,上海
1702,D952(上海-成都东),550000D95200,D,上海,成都东
1703,D953(上海-成都东),550000D95200,D,上海,成都东
1704,D954(成都东-上海),760000D95400,D,成都东,上海
1705,D955(重庆北-上海),770000D95800,D,重庆北,上海
1706,D956(上海-重庆北),550000D95600,D,上海,重庆北
1707,D957(上海-重庆北),550000D95600,D,上海,重庆北
1708,D958(重庆北-上海),770000D95800,D,重庆北,上海
1709,D959(厦门北-深圳北),5n0000D95901,D,厦门北,深圳北
1710,D960(深圳北-厦门北),6i0000D96000,D,深圳北,厦门北
1711,D1601(石家庄-济南西),26000D160101,D,石家庄,济南西
1712,D1604(济南西-石家庄),4p000D160401,D,济南西,石家庄
1713,D1611(石家庄-青岛北),26000D161100,D,石家庄,青岛北
1714,D1612(青岛北-石家庄),49000D161201,D,青岛北,石家庄
1715,D1615(石家庄-威海),26000D161501,D,石家庄,威海
1716,D1616(威海-石家庄),49000D161601,D,威海,石家庄
1717,D1621(石家庄-荣成),26000D162100,D,石家庄,荣成
1718,D1622(荣成-石家庄),49000D162200,D,荣成,石家庄
1719,D1623(石家庄-威海),26000D162301,D,石家庄,威海
1720,D1624(威海-石家庄),49000D162400,D,威海,石家庄
1721,D1625(石家庄-烟台),26000D162500,D,石家庄,烟台
1722,D1626(烟台-石家庄),49000D162600,D,烟台,石家庄
1723,D1631(太原南-青岛北),27000D163401,D,太原南,青岛北
1724,D1632(青岛北-太原南),49000D163201,D,青岛北,太原南
1725,D1633(青岛北-太原南),49000D163201,D,青岛北,太原南
1726,D1634(太原南-青岛北),27000D163401,D,太原南,青岛北
1727,D1635(运城北-青岛),27000D163810,D,运城北,青岛
1728,D1636(青岛-运城北),49000D163610,D,青岛,运城北
1729,D1637(青岛-运城北),49000D163610,D,青岛,运城北
1730,D1638(运城北-青岛),27000D163810,D,运城北,青岛
1731,D1639(运城北-济南西),27000D164210,D,运城北,济南西
1732,D1640(济南西-运城北),4p000D164001,D,济南西,运城北
1733,D1641(济南西-运城北),4p000D164001,D,济南西,运城北
1734,D1642(运城北-济南西),27000D164210,D,运城北,济南西
1735,D1643(运城北-济南西),27000D164601,D,运城北,济南西
1736,D1644(济南西-运城北),4p000D164401,D,济南西,运城北
1737,D1645(济南西-运城北),4p000D164401,D,济南西,运城北
1738,D1646(运城北-济南西),27000D164601,D,运城北,济南西
1739,D1701(西安北-贵阳北),4f000D170101,D,西安北,贵阳北
1740,D1704(西安北-贵阳北),4f000D170101,D,西安北,贵阳北
1741,D1706(贵阳北-西安北),78000D170601,D,贵阳北,西安北
1742,D1707(贵阳北-西安北),78000D170601,D,贵阳北,西安北
1743,D1781(成都东-南宁东),76000D178400,D,成都东,南宁东
1744,D1782(南宁东-成都东),71000D178200,D,南宁东,成都东
1745,D1783(南宁东-成都东),71000D178200,D,南宁东,成都东
1746,D1784(成都东-南宁东),76000D178400,D,成都东,南宁东
1747,D1785(成都东-南宁东),76000D178501,D,成都东,南宁东
1748,D1786(南宁东-成都东),71000D178600,D,南宁东,成都东
1749,D1791(重庆西-柳州),77000D179100,D,重庆西,柳州
1750,D1792(南宁东-重庆西),71000D179200,D,南宁东,重庆西
1751,D1793(重庆西-南宁),77000D179300,D,重庆西,南宁
1752,D1794(南宁-重庆西),71000D179410,D,南宁,重庆西
1753,D1795(重庆西-南宁东),77000D179500,D,重庆西,南宁东
1754,D1796(柳州-重庆西),71000D179600,D,柳州,重庆西
1755,D1801(成都东-广州南),76000D180401,D,成都东,广州南
1756,D1802(广州南-成都东),6c000D180200,D,广州南,成都东
1757,D1804(成都东-广州南),76000D180401,D,成都东,广州南
1758,D1805(成都东-广州南),76000D180800,D,成都东,广州南
1759,D1806(广州南-成都东),6c000D180600,D,广州南,成都东
1760,D1807(广州南-成都东),6c000D180600,D,广州南,成都东
1761,D1808(成都东-广州南),76000D180800,D,成都东,广州南
1762,D1809(成都东-广州南),76000D181200,D,成都东,广州南
1763,D1810(广州南-成都东),6c000D181000,D,广州南,成都东
1764,D1812(成都东-广州南),76000D181200,D,成都东,广州南
1765,D1813(成都东-广州南),76000D181600,D,成都东,广州南
1766,D1814(广州南-成都东),6c000D181401,D,广州南,成都东
1767,D1815(广州南-成都东),6c000D181401,D,广州南,成都东
1768,D1816(成都东-广州南),76000D181600,D,成都东,广州南
1769,D1817(成都东-广州南),76000D182001,D,成都东,广州南
1770,D1818(广州南-成都东),6c000D181800,D,广州南,成都东
1771,D1819(广州南-成都东),6c000D181800,D,广州南,成都东
1772,D1820(成都东-广州南),76000D182001,D,成都东,广州南
1773,D1821(成都东-广州南),76000D182400,D,成都东,广州南
1774,D1822(广州南-成都东),6c000D182200,D,广州南,成都东
1775,D1824(成都东-广州南),76000D182400,D,成都东,广州南
1776,D1825(成都东-广州南),76000D182501,D,成都东,广州南
1777,D1826(广州南-成都东),6c000D182600,D,广州南,成都东
1778,D1827(广州南-成都东),6c000D182600,D,广州南,成都东
1779,D1829(成都东-广州南),76000D182900,D,成都东,广州南
1780,D1830(广州南-成都东),6c000D183000,D,广州南,成都东
1781,D1831(广州南-成都东),6c000D183000,D,广州南,成都东
1782,D1833(成都东-广州南),76000D183301,D,成都东,广州南
1783,D1834(广州南-成都东),6c000D183401,D,广州南,成都东
1784,D1835(广州南-成都东),6c000D183401,D,广州南,成都东
1785,D1861(重庆西-广州南),77000D186100,D,重庆西,广州南
1786,D1862(广州南-重庆西),6c000D186200,D,广州南,重庆西
1787,D1863(重庆西-广州南),77000D186300,D,重庆西,广州南
1788,D1864(广州南-重庆西),6c000D186400,D,广州南,重庆西
1789,D1865(重庆西-广州南),77000D186500,D,重庆西,广州南
