,station_train_code,train_no,class,on,off
1072,C7505(道滘-小金口),22000C750500,C,道滘,小金口
1073,C7506(小金口-道滘),22000C750600,C,小金口,道滘
1074,C7507(道滘-小金口),22000C750700,C,道滘,小金口
1075,C7508(小金口-道滘),22000C750800,C,小金口,道滘
1076,C7509(道滘-小金口),22000C750900,C,道滘,小金口
1077,C7510(小金口-道滘),22000C751000,C,小金口,道滘
1078,C7511(道滘-小金口),22000C751100,C,道滘,小金口
1079,C7512(小金口-道滘),22000C751200,C,小金口,道滘
1080,C7513(道滘-小金口),22000C751300,C,道滘,小金口
1081,C7514(小金口-道滘),22000C751400,C,小金口,道滘
1082,C7515(道滘-小金口),22000C751500,C,道滘,小金口
1083,C7516(小金口-道滘),22000C751600,C,小金口,道滘
1084,C7517(道滘-小金口),22000C751700,C,道滘,小金口
1085,C7518(小金口-道滘),22000C751800,C,小金口,道滘
1086,C7519(道滘-小金口),22000C751900,C,道滘,小金口
1087,C7520(小金口-道滘),22000C752000,C,小金口,道滘
1088,C7521(道滘-小金口),22000C752100,C,道滘,小金口
1089,C7522(小金口-道滘),22000C752200,C,小金口,道滘
1090,C7523(道滘-小金口),22000C752300,C,道滘,小金口
1091,C7524(小金口-道滘),22000C752400,C,小金口,道滘
1092,C7525(道滘-小金口),22000C752500,C,道滘,小金口
1093,C7526(小金口-道滘),22000C752600,C,小金口,道滘
1094,C7527(道滘-小金口),22000C752700,C,道滘,小金口
1095,C7528(小金口-道滘),22000C752800,C,小金口,道滘
1096,C7529(道滘-小金口),22000C752900,C,道滘,小金口
1097,C7530(小金口-道滘),22000C753000,C,小金口,道滘
1098,C7531(道滘-小金口),22000C753100,C,道滘,小金口
1099,C7532(小金口-道滘),22000C753200,C,小金口,道滘
1100,C7533(道滘-小金口),22000C753300,C,道滘,小金口
1101,C7534(小金口-道滘),22000C753400,C,小金口,道滘
1102,C7535(道滘-小金口),22000C753500,C,道滘,小金口
1103,C7536(小金口-道滘),22000C753600,C,小金口,道滘
1104,C7537(道滘-小金口),22000C753700,C,道滘,小金口
1105,C7538(小金口-道滘),22000C753800,C,小金口,道滘
1106,C7539(道滘-小金口),22000C753900,C,道滘,小金口
1107,C7540(小金口-道滘),22000C754000,C,小金口,道滘
1108,C7541(道滘-小金口),22000C754100,C,道滘,小金口
1109,C7542(小金口-道滘),22000C754200,C,小金口,道滘
1110,C7543(道滘-小金口),22000C754300,C,道滘,小金口
1111,C7544(小金口-道滘),22000C754400,C,小金口,道滘
1112,C7545(道滘-小金口),22000C754500,C,道滘,小金口
1113,C7546(小金口-道滘),22000C754600,C,小金口,道滘
1114,C7547(道滘-小金口),22000C754700,C,道滘,小金口
1115,C7548(小金口-道滘),22000C754800,C,小金口,道滘
1116,C7549(道滘-小金口),22000C754900,C,道滘,小金口
1117,C7550(小金口-道滘),22000C755000,C,小金口,道滘
1118,C7551(道滘-小金口),22000C755100,C,道滘,小金口
1119,C7552(小金口-道滘),22000C755200,C,小金口,道滘
1120,C7553(道滘-小金口),22000C755300,C,道滘,小金口
1121,C7554(小金口-道滘),22000C755400,C,小金口,道滘
1122,C7555(道滘-小金口),22000C755500,C,道滘,小金口
1123,C7556(小金口-道滘),22000C755600,C,小金口,道滘
1124,C7557(道滘-小金口),22000C755700,C,道滘,小金口
1125,C7559(道滘-小金口),22000C755900,C,道滘,小金口
1126,C7601(广州南-珠海),6c000C760108,C,广州南,珠海
1127,C7602(珠海-广州南),6e000C760206,C,珠海,广州南
1128,C7603(广州南-珠海),6c000C760304,C,广州南,珠海
1129,C7604(珠海-广州南),6e000C760404,C,珠海,广州南
1130,C7605(广州南-珠海),6c000C760505,C,广州南,珠海
1131,C7606(珠海-广州南),6e000C760605,C,珠海,广州南
1132,C7607(广州南-珠海),6c000C76070J,C,广州南,珠海
1133,C7608(珠海-广州南),6e000C760807,C,珠海,广州南
1134,C7609(广州南-珠海),6c000C760906,C,广州南,珠海
1135,C7610(珠海-广州南),6e000C761006,C,珠海,广州南
1136,C7611(广州南-珠海),6c000C761104,C,广州南,珠海
1137,C7612(珠海-广州南),6e000C761204,C,珠海,广州南
1138,C7613(广州南-珠海),6c000C76130F,C,广州南,珠海
1139,C7614(珠海-广州南),6e000C76140K,C,珠海,广州南
1140,C7615(广州南-珠海),6c000C761504,C,广州南,珠海
1141,C7616(珠海-广州南),6e000C761606,C,珠海,广州南
1142,C7617(广州南-珠海),6c000C761707,C,广州南,珠海
1143,C7618(珠海-广州南),6e000C761804,C,珠海,广州南
1144,C7619(广州南-珠海),6c000C761903,C,广州南,珠海
1145,C7620(珠海-广州南),6e000C76200B,C,珠海,广州南
1146,C7621(广州南-珠海),6c000C762104,C,广州南,珠海
1147,C7622(珠海-广州南),6e000C762204,C,珠海,广州南
1148,C7623(广州南-珠海),6c000C76230K,C,广州南,珠海
1149,C7624(珠海-广州南),6e000C762408,C,珠海,广州南
1150,C7625(广州南-珠海),6c000C762504,C,广州南,珠海
1151,C7626(珠海-广州南),6e000C762604,C,珠海,广州南
1152,C7627(广州南-珠海),6c000C762703,C,广州南,珠海
1153,C7628(珠海-广州南),6e000C762805,C,珠海,广州南
1154,C7629(广州南-珠海),6c000C76290B,C,广州南,珠海
1155,C7630(珠海-广州南),6e000C763005,C,珠海,广州南
1156,C7631(广州南-珠海),6c000C763103,C,广州南,珠海
1157,C7632(珠海-广州南),6e000C76320M,C,珠海,广州南
1158,C7633(广州南-珠海),6c000C763306,C,广州南,珠海
1159,C7634(珠海-广州南),6e000C763404,C,珠海,广州南
1160,C7635(广州南-珠海),6c000C763503,C,广州南,珠海
1161,C7636(珠海-广州南),6e000C76360B,C,珠海,广州南
1162,C7637(广州南-珠海),6c000C763704,C,广州南,珠海
1163,C7638(珠海-广州南),6e000C763804,C,珠海,广州南
1164,C7639(广州南-珠海),6c000C763904,C,广州南,珠海
1165,C7640(珠海-广州南),6e000C764007,C,珠海,广州南
1166,C7641(广州南-珠海),6c000C76410N,C,广州南,珠海
1167,C7642(珠海-广州南),6e000C764204,C,珠海,广州南
1168,C7643(广州南-珠海),6c000C764303,C,广州南,珠海
1169,C7644(珠海-广州南),6e000C764405,C,珠海,广州南
1170,C7645(广州南-珠海),6c000C76450B,C,广州南,珠海
1171,C7646(珠海-广州南),6e000C764605,C,珠海,广州南
1172,C7647(广州南-珠海),6c000C764703,C,广州南,珠海
1173,C7648(珠海-广州南),6e000C76480N,C,珠海,广州南
1174,C7649(广州南-珠海),6c000C764906,C,广州南,珠海
1175,C7650(珠海-广州南),6e000C765003,C,珠海,广州南
1176,C7651(广州南-珠海),6c000C765103,C,广州南,珠海
1177,C7652(珠海-广州南),6e000C76520A,C,珠海,广州南
1178,C7653(广州南-珠海),6c000C765305,C,广州南,珠海
1179,C7654(珠海-广州南),6e000C765403,C,珠海,广州南
1180,C7655(广州南-珠海),6c000C765505,C,广州南,珠海
1181,C7656(珠海-广州南),6e000C765606,C,珠海,广州南
1182,C7657(广州南-珠海),6c000C76570Q,C,广州南,珠海
1183,C7658(珠海-广州南),6e000C765804,C,珠海,广州南
1184,C7659(广州南-珠海),6c000C765903,C,广州南,珠海
1185,C7660(珠海-广州南),6e000C766003,C,珠海,广州南
1186,C7661(广州南-珠海),6c000C76610F,C,广州南,珠海
1187,C7662(珠海-广州南),6e000C766207,C,珠海,广州南
1188,C7663(广州南-珠海),6c000C766304,C,广州南,珠海
1189,C7664(珠海-广州南),6e000C76640P,C,珠海,广州南
1190,C7665(广州南-珠海),6c000C766507,C,广州南,珠海
1191,C7666(珠海-广州南),6e000C766604,C,珠海,广州南
1192,C7667(广州南-珠海),6c000C766704,C,广州南,珠海
1193,C7668(珠海-广州南),6e000C76680C,C,珠海,广州南
1194,C7669(广州南-珠海),6c000C766904,C,广州南,珠海
1195,C7670(珠海-广州南),6e000C767004,C,珠海,广州南
1196,C7671(广州南-珠海),6c000C767104,C,广州南,珠海
1197,C7672(珠海-广州南),6e000C767207,C,珠海,广州南
1198,C7673(广州南-珠海),6c000C76730R,C,广州南,珠海
1199,C7674(珠海-广州南),6e000C767403,C,珠海,广州南
1200,C7675(广州南-珠海),6c000C767504,C,广州南,珠海
1201,C7676(珠海-广州南),6e000C767604,C,珠海,广州南
1202,C7677(广州南-珠海),6c000C76770D,C,广州南,珠海
1203,C7678(珠海-广州南),6e000C767806,C,珠海,广州南
1204,C7679(广州南-珠海),6c000C767903,C,广州南,珠海
1205,C7680(珠海-广州南),6e000C76800O,C,珠海,广州南
1206,C7681(广州南-珠海),6c000C768106,C,广州南,珠海
1207,C7682(珠海-广州南),6e000C768203,C,珠海,广州南
1208,C7683(广州南-珠海),6c000C768303,C,广州南,珠海
1209,C7684(珠海-广州南),6e000C76840D,C,珠海,广州南
1210,C7685(广州南-珠海),6c000C768503,C,广州南,珠海
1211,C7686(珠海-广州南),6e000C768604,C,珠海,广州南
1212,C7687(广州南-珠海),6c000C768703,C,广州南,珠海
1213,C7688(珠海-广州南),6e000C768807,C,珠海,广州南
1214,C7689(广州南-珠海),6c000C768900,C,广州南,珠海
1215,C7690(珠海-广州南),6e000C769000,C,珠海,广州南
1216,C7691(广州南-珠海),6c000C769102,C,广州南,珠海
1217,C7692(珠海-广州南),6e000C769202,C,珠海,广州南
1218,C7693(广州南-珠海),6c000C769303,C,广州南,珠海
1219,C7694(珠海-广州南),6e000C769403,C,珠海,广州南
1220,C7695(广州南-珠海),6c000C769500,C,广州南,珠海
1221,C7696(珠海-广州南),6e000C769600,C,珠海,广州南
1222,C7697(广州南-珠海),6c000C769700,C,广州南,珠海
1223,C7698(珠海-广州南),6e000C769800,C,珠海,广州南
1224,C7699(广州南-珠海),6c000C769900,C,广州南,珠海
1225,C7700(珠海-广州南),6e000C770000,C,珠海,广州南
1226,C7701(广州南-珠海),6c000C770105,C,广州南,珠海
1227,C7702(珠海-广州南),6e000C770204,C,珠海,广州南
1228,C7703(广州南-珠海),6c000C770303,C,广州南,珠海
1229,C7704(珠海-广州南),6e000C770405,C,珠海,广州南
1230,C7705(广州南-珠海),6c000C770506,C,广州南,珠海
1231,C7706(珠海-广州南),6e000C770603,C,珠海,广州南
1232,C7707(广州南-珠海),6c000C770704,C,广州南,珠海
1233,C7708(珠海-广州南),6e000C770806,C,珠海,广州南
1234,C7709(广州南-珠海),6c000C770905,C,广州南,珠海
1235,C7710(珠海-广州南),6e000C771005,C,珠海,广州南
1236,C7711(广州南-珠海),6c000C771106,C,广州南,珠海
1237,C7712(珠海-广州南),6e000C771205,C,珠海,广州南
1238,C7801(长沙-株洲南),62000C780100,C,长沙,株洲南
1239,C7802(株洲南-长沙),6n000C780210,C,株洲南,长沙
1240,C7803(长沙-株洲南),62000C780300,C,长沙,株洲南
1241,C7804(株洲南-长沙),6n000C780402,C,株洲南,长沙
1242,C7805(长沙-株洲南),62000C780500,C,长沙,株洲南
1243,C7806(株洲南-长沙),6n000C780601,C,株洲南,长沙
1244,C7807(长沙-株洲南),62000C780700,C,长沙,株洲南
1245,C7808(株洲南-长沙),6n000C780801,C,株洲南,长沙
1246,C7809(长沙-株洲南),62000C780900,C,长沙,株洲南
1247,C7810(株洲南-长沙),6n000C781001,C,株洲南,长沙
1248,C7811(长沙-株洲南),62000C781100,C,长沙,株洲南
1249,C7812(株洲南-长沙),6n000C781201,C,株洲南,长沙
1250,C7813(长沙-株洲南),62000C781300,C,长沙,株洲南
1251,C7814(株洲南-长沙),6n000C781401,C,株洲南,长沙
1252,C7815(长沙-株洲南),62000C781500,C,长沙,株洲南
1253,C7816(株洲南-长沙),6n000C781601,C,株洲南,长沙
1254,C7817(长沙-株洲南),62000C781700,C,长沙,株洲南
1255,C7818(株洲南-长沙),6n000C781801,C,株洲南,长沙
1256,C7819(长沙-株洲南),62000C781900,C,长沙,株洲南
1257,C7820(株洲南-长沙),6n000C782001,C,株洲南,长沙
1258,C7821(长沙-株洲南),62000C782100,C,长沙,株洲南
1259,C7822(株洲南-长沙),6n000C782201,C,株洲南,长沙
1260,C7823(长沙-株洲南),62000C782300,C,长沙,株洲南
1261,C7824(株洲南-长沙),6n000C782401,C,株洲南,长沙
1262,C7825(长沙-株洲南),62000C782500,C,长沙,株洲南
1263,C7826(株洲南-长沙),6n000C782601,C,株洲南,长沙
1264,C7827(长沙-株洲南),62000C782700,C,长沙,株洲南
1265,C7828(株洲南-长沙),6n000C782802,C,株洲南,长沙
1266,C7829(长沙-株洲南),62000C782900,C,长沙,株洲南
1267,C7830(株洲南-长沙),6n000C783001,C,株洲南,长沙
1268,C7832(株洲南-长沙),6n000C783201,C,株洲南,长沙
1269,C7834(株洲南-长沙),6n000C783402,C,株洲南,长沙
1270,C7835(长沙-长沙西),62000C783500,C,长沙,长沙西
1271,C7836(长沙西-长沙),6n000C783610,C,长沙西,长沙
1272,C7851(长沙西-株洲南),6n000C785410,C,长沙西,株洲南
1273,C7852(株洲南-长沙西),6n000C785201,C,株洲南,长沙西
1274,C7853(株洲南-长沙西),6n000C785201,C,株洲南,长沙西
1275,C7854(长沙西-株洲南),6n000C785410,C,长沙西,株洲南
1276,C7855(长沙西-株洲南),6n000C785801,C,长沙西,株洲南
1277,C7856(株洲南-长沙西),6n000C785603,C,株洲南,长沙西
1278,C7857(株洲南-长沙西),6n000C785603,C,株洲南,长沙西
1279,C7858(长沙西-株洲南),6n000C785801,C,长沙西,株洲南
1280,C7859(长沙西-株洲南),6n000C786201,C,长沙西,株洲南
1281,C7860(株洲南-长沙西),6n000C786002,C,株洲南,长沙西
1282,C7861(株洲南-长沙西),6n000C786002,C,株洲南,长沙西
1283,C7862(长沙西-株洲南),6n000C786201,C,长沙西,株洲南
1284,C7863(长沙西-株洲南),6n000C786602,C,长沙西,株洲南
1285,C7864(株洲南-长沙西),6n000C786401,C,株洲南,长沙西
1286,C7865(株洲南-长沙西),6n000C786401,C,株洲南,长沙西
1287,C7866(长沙西-株洲南),6n000C786602,C,长沙西,株洲南
1288,C7867(长沙西-株洲南),6n000C787001,C,长沙西,株洲南
1289,C7868(株洲南-长沙西),6n000C786801,C,株洲南,长沙西
1290,C7869(株洲南-长沙西),6n000C786801,C,株洲南,长沙西
1291,C7870(长沙西-株洲南),6n000C787001,C,长沙西,株洲南
1292,C7871(长沙西-株洲南),6n000C787401,C,长沙西,株洲南
1293,C7872(株洲南-长沙西),6n000C787201,C,株洲南,长沙西
1294,C7873(株洲南-长沙西),6n000C787201,C,株洲南,长沙西
1295,C7874(长沙西-株洲南),6n000C787401,C,长沙西,株洲南
1296,C7875(长沙西-株洲南),6n000C787802,C,长沙西,株洲南
1297,C7878(长沙西-株洲南),6n000C787802,C,长沙西,株洲南
1298,C7880(株洲南-长沙西),6n000C788000,C,株洲南,长沙西
1299,C7881(株洲南-长沙西),6n000C788000,C,株洲南,长沙西
1300,C8501(兰州-中川机场),85000C850103,C,兰州,中川机场
1301,C8502(中川机场-兰州),8e000C850203,C,中川机场,兰州
1302,C8503(兰州-中川机场),85000C850302,C,兰州,中川机场
1303,C8504(中川机场-兰州),8e000C850402,C,中川机场,兰州
1304,C8505(兰州-中川机场),85000C850510,C,兰州,中川机场
1305,C8506(中川机场-兰州),8e000C850610,C,中川机场,兰州
1306,C8507(兰州-中川机场),85000C850703,C,兰州,中川机场
1307,C8508(中川机场-兰州),8e000C850803,C,中川机场,兰州
1308,C8509(兰州-中川机场),85000C850903,C,兰州,中川机场
1309,C8510(中川机场-兰州),8e000C851002,C,中川机场,兰州
1310,C8511(兰州-中川机场),85000C851103,C,兰州,中川机场
1311,C8512(中川机场-兰州),8e000C851202,C,中川机场,兰州
1312,C8513(兰州-中川机场),85000C851303,C,兰州,中川机场
1313,C8514(中川机场-兰州),8e000C851403,C,中川机场,兰州
1314,C8515(兰州-中川机场),85000C851510,C,兰州,中川机场
1315,C8516(中川机场-兰州),8e000C851603,C,中川机场,兰州
1316,C8517(兰州-中川机场),85000C851703,C,兰州,中川机场
1317,C8518(中川机场-兰州),8e000C851804,C,中川机场,兰州
1318,C8519(兰州-中川机场),85000C851903,C,兰州,中川机场
1319,C8520(中川机场-兰州),8e000C852003,C,中川机场,兰州
1320,C8521(兰州-中川机场),85000C852103,C,兰州,中川机场
1321,C8522(中川机场-兰州),8e000C852202,C,中川机场,兰州
1322,C1036(珲春-延吉西),1c000C10360E,C,珲春,延吉西
1323,C1051(长春-延吉西),11000C105102,C,长春,延吉西
1324,C1052(延吉西-长春),1c000C105210,C,延吉西,长春
1325,C1053(长春-延吉西),11000C105300,C,长春,延吉西
1326,C1054(延吉西-长春),1c000C105400,C,延吉西,长春
1327,C1351(长春-松原),11000C135109,C,长春,松原
1328,C1352(松原-长春),11000C135209,C,松原,长春
1329,C2009(北京南-天津),24000C20090V,C,北京南,天津
1330,C2010(天津-北京南),25000C20100V,C,天津,北京南
1331,C2024(天津-北京南),25000C202411,C,天津,北京南
1332,C2027(北京南-天津),24000C20270Z,C,北京南,天津
1333,C2044(天津-北京南),25000C20440W,C,天津,北京南
1334,C2045(北京南-天津),24000C20450X,C,北京南,天津
1335,C2058(天津-北京南),25000C20580Y,C,天津,北京南
1336,C2059(北京南-天津),24000C20590V,C,北京南,天津
1337,C2072(天津-北京南),25000C207213,C,天津,北京南
1338,C2075(北京南-天津),24000C20750W,C,北京南,天津
1339,C2088(天津-北京南),25000C20880X,C,天津,北京南
1340,C2089(北京南-天津),24000C208910,C,北京南,天津
1341,C2099(北京南-天津),24000C20990A,C,北京南,天津
1342,C2100(天津-北京南),25000C21000I,C,天津,北京南
1343,C2101(北京南-天津),24000C21010X,C,北京南,天津
1344,C2105(北京南-天津),24000C21050R,C,北京南,天津
1345,C2106(天津-北京南),25000C21060U,C,天津,北京南
1346,C2107(北京南-天津),24000C21070V,C,北京南,天津
1347,C2108(天津-北京南),25000C210818,C,天津,北京南
1348,C2596(于家堡-北京南),25000C259607,C,于家堡,北京南
1349,C7001(广州东-深圳),65000C700106,C,广州东,深圳
1350,C7002(深圳-广州东),65000C700209,C,深圳,广州东
1351,C7051(广州东-深圳),65000C705106,C,广州东,深圳
1352,C7052(深圳-广州东),65000C70520A,C,深圳,广州东
1353,C7053(广州东-深圳),65000C705307,C,广州东,深圳
1354,C7054(深圳-广州东),65000C70540C,C,深圳,广州东
1355,C7071(广州东-深圳),65000C707106,C,广州东,深圳
1356,C7072(深圳-广州东),65000C707209,C,深圳,广州东
1357,C7073(广州东-深圳),65000C707306,C,广州东,深圳
1358,C7074(深圳-广州东),65000C707409,C,深圳,广州东
1359,C7082(深圳-广州东),65000C708209,C,深圳,广州东
1360,C7083(广州东-深圳),65000C708308,C,广州东,深圳
1361,C7137(广州东-深圳),65000C713706,C,广州东,深圳
1362,C7138(深圳-广州东),65000C713809,C,深圳,广州东
1363,C7149(广州-深圳),63000C714902,C,广州,深圳
1364,C7150(深圳-广州东),65000C71500B,C,深圳,广州东
1365,C7151(广州东-深圳),65000C715107,C,广州东,深圳
1366,C7152(深圳-广州东),65000C71520G,C,深圳,广州东
1367,C7153(广州东-深圳),65000C71530B,C,广州东,深圳
1368,C7154(深圳-广州东),65000C71540F,C,深圳,广州东
1369,C7155(广州东-深圳),65000C71550E,C,广州东,深圳
1370,C7156(深圳-广州东),65000C71560F,C,深圳,广州东
1371,C7157(广州东-深圳),65000C71570G,C,广州东,深圳
1372,C7158(深圳-广州东),65000C71580H,C,深圳,广州东
1373,C7159(广州东-深圳),65000C715909,C,广州东,深圳
1374,C7161(广州东-深圳),65000C71610I,C,广州东,深圳
1375,C7162(深圳-广州东),65000C71620H,C,深圳,广州东
1376,C7163(广州东-深圳),65000C716308,C,广州东,深圳
1377,C7164(深圳-广州东),65000C716408,C,深圳,广州东
1378,C7165(广州东-深圳),65000C716509,C,广州东,深圳
1379,C7166(深圳-广州东),65000C716608,C,深圳,广州东
1380,C7167(广州东-深圳),65000C716707,C,广州东,深圳
1381,C7168(深圳-广州东),65000C716808,C,深圳,广州东
1382,C7169(广州东-深圳),65000C71690D,C,广州东,深圳
1383,C7170(深圳-广州东),65000C71700E,C,深圳,广州东
1384,C7171(广州东-深圳),65000C71710C,C,广州东,深圳
1385,C7172(深圳-广州东),65000C71720C,C,深圳,广州东
1386,C7173(广州东-深圳),65000C717308,C,广州东,深圳
1387,C7174(深圳-广州东),65000C71740A,C,深圳,广州东
1388,C7175(广州东-深圳),65000C717508,C,广州东,深圳
1389,C7176(深圳-广州),65000C71760D,C,深圳,广州
1390,C7177(广州-深圳),63000C717702,C,广州,深圳
1391,C7178(深圳-广州东),65000C71780C,C,深圳,广州东
1392,C1035(延吉西-珲春),1c000C10350E,C,延吉西,珲春
1393,C2931(宋城路-郑州东),38000C293120,C,宋城路,郑州东
1394,C2932(郑州-宋城路),38000C293220,C,郑州,宋城路
1395,C2933(宋城路-郑州东),38000C293330,C,宋城路,郑州东
1396,C2934(郑州东-宋城路),38000C293420,C,郑州东,宋城路
1397,C2935(宋城路-郑州东),38000C293520,C,宋城路,郑州东
1398,C2936(郑州东-宋城路),38000C293610,C,郑州东,宋城路
1399,C2937(宋城路-郑州东),38000C293710,C,宋城路,郑州东
1400,C2938(郑州东-宋城路),38000C293810,C,郑州东,宋城路
1401,C2940(郑州东-宋城路),38000C294010,C,郑州东,宋城路
1402,C2971(焦作-郑州东),38000C297130,C,焦作,郑州东
1403,C2972(郑州东-焦作),38000C297330,C,郑州东,焦作
1404,C2973(郑州东-焦作),38000C297330,C,郑州东,焦作
1405,C2974(焦作-郑州东),38000C297130,C,焦作,郑州东
1406,C2976(新郑机场-宋城路),38000C297630,C,新郑机场,宋城路
1407,C2977(宋城路-新郑机场),38000C297720,C,宋城路,新郑机场
1408,C2978(新郑机场-郑州),38000C297830,C,新郑机场,郑州
1409,C2979(宋城路-新郑机场),38000C297920,C,宋城路,新郑机场
1410,C2995(焦作-郑州),38000C299520,C,焦作,郑州
1411,C2996(郑州-焦作),38000C299610,C,郑州,焦作
1412,C3051(上海南-金山卫),55000C305111,C,上海南,金山卫
1413,C3052(金山卫-上海南),55000C305201,C,金山卫,上海南
1414,C3053(上海南-金山卫),55000C305311,C,上海南,金山卫
1415,C3054(金山卫-上海南),55000C305411,C,金山卫,上海南
1416,C3055(上海南-金山卫),55000C305511,C,上海南,金山卫
1417,C3056(金山卫-上海南),55000C305611,C,金山卫,上海南
1418,C3057(上海南-金山卫),55000C305711,C,上海南,金山卫
1419,C3058(金山卫-上海南),55000C305812,C,金山卫,上海南
1420,C3059(上海南-金山卫),55000C305912,C,上海南,金山卫
1421,C3060(金山卫-上海南),55000C306010,C,金山卫,上海南
1422,C3061(上海南-金山卫),55000C306110,C,上海南,金山卫
1423,C3062(金山卫-上海南),55000C306210,C,金山卫,上海南
1424,C3063(上海南-金山卫),55000C306311,C,上海南,金山卫
1425,C3064(金山卫-上海南),55000C306410,C,金山卫,上海南
1426,C3065(上海南-金山卫),55000C306500,C,上海南,金山卫
1427,C3066(金山卫-上海南),55000C306600,C,金山卫,上海南
1428,C3067(上海南-金山卫),55000C306700,C,上海南,金山卫
1429,C3068(金山卫-上海南),55000C306800,C,金山卫,上海南
1430,C3069(上海南-金山卫),55000C306900,C,上海南,金山卫
1431,C3070(金山卫-上海南),55000C307001,C,金山卫,上海南
1432,C3071(上海南-金山卫),55000C307101,C,上海南,金山卫
1433,C3072(金山卫-上海南),55000C307201,C,金山卫,上海南
1434,C3073(上海南-金山卫),55000C307301,C,上海南,金山卫
1435,C3074(金山卫-上海南),55000C307401,C,金山卫,上海南
1436,C3075(上海南-金山卫),55000C307501,C,上海南,金山卫
1437,C3076(金山卫-上海南),55000C307601,C,金山卫,上海南
1438,C3077(上海南-金山卫),55000C307701,C,上海南,金山卫
1439,C3078(金山卫-上海南),55000C307801,C,金山卫,上海南
1440,C3079(上海南-金山卫),55000C307902,C,上海南,金山卫
1441,C3080(金山卫-上海南),55000C308003,C,金山卫,上海南
1442,C3081(上海南-金山卫),55000C308101,C,上海南,金山卫
1443,C3082(金山卫-上海南),55000C308202,C,金山卫,上海南
1444,C3083(上海南-金山卫),55000C308301,C,上海南,金山卫
1445,C3084(金山卫-上海南),55000C308401,C,金山卫,上海南
1446,C3085(上海南-金山卫),55000C308502,C,上海南,金山卫
1447,C3086(金山卫-上海南),55000C308601,C,金山卫,上海南
1448,C3087(上海南-金山卫),55000C308702,C,上海南,金山卫
1449,C3088(金山卫-上海南),55000C308801,C,金山卫,上海南
1450,C3251(上海南-金山卫),55000C325100,C,上海南,金山卫
1451,C3252(金山卫-上海南),55000C325210,C,金山卫,上海南
1452,C3253(上海南-金山卫),55000C325300,C,上海南,金山卫
1453,C3254(金山卫-上海南),55000C325401,C,金山卫,上海南
1454,C3651(上海南-金山卫),55000C365100,C,上海南,金山卫
1455,C3652(金山卫-上海南),55000C365200,C,金山卫,上海南
1456,C3653(上海南-金山卫),55000C365301,C,上海南,金山卫
1457,C3654(金山卫-上海南),55000C365401,C,金山卫,上海南
1458,C3655(上海南-金山卫),55000C365501,C,上海南,金山卫
1459,C3656(金山卫-上海南),55000C365601,C,金山卫,上海南
1460,C3657(上海南-金山卫),55000C365700,C,上海南,金山卫
1461,C3658(金山卫-上海南),55000C365801,C,金山卫,上海南
1462,C3659(上海南-金山卫),55000C365900,C,上海南,金山卫
1463,C3660(金山卫-上海南),55000C366001,C,金山卫,上海南
1464,C3661(上海南-金山卫),55000C366101,C,上海南,金山卫
1465,C3662(金山卫-上海南),55000C366200,C,金山卫,上海南
1466,C3663(上海南-金山卫),55000C366301,C,上海南,金山卫
1467,C3664(金山卫-上海南),55000C366402,C,金山卫,上海南
1468,C3665(上海南-金山卫),55000C366501,C,上海南,金山卫
1469,C3666(金山卫-上海南),55000C366601,C,金山卫,上海南
1470,C3667(上海南-金山卫),55000C366702,C,上海南,金山卫
1471,C3668(金山卫-上海南),55000C366802,C,金山卫,上海南
1472,C3669(上海南-金山卫),55000C366901,C,上海南,金山卫
1473,C3670(金山卫-上海南),55000C367001,C,金山卫,上海南
1474,C3671(上海南-金山卫),55000C367101,C,上海南,金山卫
1475,C3672(金山卫-上海南),55000C367201,C,金山卫,上海南
1476,C3673(上海南-金山卫),55000C367301,C,上海南,金山卫
1477,C3674(金山卫-上海南),55000C367401,C,金山卫,上海南
1478,C3675(上海南-金山卫),55000C367501,C,上海南,金山卫
1479,C3676(金山卫-上海南),55000C367601,C,金山卫,上海南
1480,C3677(上海南-金山卫),55000C367702,C,上海南,金山卫
1481,C3678(金山卫-上海南),55000C367802,C,金山卫,上海南
1482,C3679(上海南-金山卫),55000C367902,C,上海南,金山卫
1483,C3680(金山卫-上海南),55000C368001,C,金山卫,上海南
1484,C7160(深圳-广州东),65000C71600I,C,深圳,广州东
1485,C7901(道滘-小金口),22000C790105,C,道滘,小金口
1486,C7903(道滘-小金口),22000C790303,C,道滘,小金口
1487,C7905(道滘-小金口),22000C790507,C,道滘,小金口
1488,C7906(小金口-道滘),22000C790603,C,小金口,道滘
1489,C7907(道滘-小金口),22000C790703,C,道滘,小金口
1490,C7908(小金口-道滘),22000C790804,C,小金口,道滘
1491,C7909(道滘-小金口),22000C790903,C,道滘,小金口
1492,C7910(小金口-道滘),22000C791005,C,小金口,道滘
1493,C7911(道滘-小金口),22000C791105,C,道滘,小金口
1494,C7912(小金口-道滘),22000C791205,C,小金口,道滘
1495,C7914(小金口-道滘),22000C791407,C,小金口,道滘
1496,C7916(小金口-道滘),22000C791605,C,小金口,道滘
1497,C7917(道滘-小金口),22000C791707,C,道滘,小金口
1498,C7918(小金口-道滘),22000C791803,C,小金口,道滘
1499,C7919(道滘-小金口),22000C791905,C,道滘,小金口
1500,C7920(小金口-道滘),22000C792005,C,小金口,道滘
1501,C7921(道滘-小金口),22000C792105,C,道滘,小金口
1502,C7922(小金口-道滘),22000C792205,C,小金口,道滘
